title,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_by
studio condominium in pasay taft ave quantum residences near libertad cartimar pasay,Quantum Residences,Quantum Residences,,21 sqm,"₱ 3,800,000","San Isidro, Pasay",,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Kristine Joy Pascua
preselling condo in Pasay city quantum residences,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
preselling condo in Pasay city quantum residences,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
No Downpayment Condo in Taft Avenue Pasay near De La Salle University,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
No Downpayment Condo in Taft Avenue Pasay near De La Salle University,,,,26 sqm,"₱ 4,650,000","Pasay, Metro Manila",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,,Property by Jeann & Ruffa
No Downpayment Condo in Taft Avenue Pasay near De La Salle University,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
Pasay Condo For Sale Studio with Balcony,,,,26 sqm,"₱ 4,650,000","Pasay, Metro Manila",,1 bathroom,23,,Condo,For Sale,,,Freehold,,Property by Jeann & Ruffa
Pasay condo for sale one bedroom in pasay gil puyat lrt makati,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom in pasay quantum amethyst,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom in pasay mall of asia macapagal,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom in pasay cartimar buendia gil puyat,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom in pasay area city makati manila,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom For sale condominium in pasay quantum,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom Ready for occupancy Condominium in taft pasay federal land inc,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom condo in pasay cartimar buendia,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom Condominium in taft pasay bay area quantum,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom Condominium in taft pasay roxas airport manila bay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom For sale condominium in pasay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom near Arellano University De La Salle University De La Salle Saint Benilde,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom Condominium in taft pasay shell sea shore breze,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom mall of asia  in pasay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom residences  condo in pasay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom dfa mall of asia okada  pasay city,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom cartimar libertad atrium pasay okada mall of asia,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own condo in pasay one bedroom condo units in pasay city area,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom condo in pasay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own condo in pasay one bedroom sea side pasay,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom near casino,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom mall of asia macapagal,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom taft vito cruz pasay edsa lrt,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom with balcony,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom makati manila,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom cartimar buendia gil puyat lrt makati,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom shell sea shore breze,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom quantum residence,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom liveriza harizon land,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
No Downpayment Condo in Taft Avenue Pasay near De La Salle University,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Leasehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
READY FOR OCCUPANCY CONDO ALONG TAFT AVENUE PASAY CITY QUANTUM RESIDENCES QUANTUM RESIDENCES,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
READY FOR OCCUPANCY CONDO ALONG TAFT AVENUE PASAY CITY QUANTUM RESIDENCES QUANTUM RESIDENCES,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
READY FOR OCCUPANCY CONDO ALONG TAFT AVENUE PASAY CITY QUANTUM RESIDENCES,,,,26 sqm,"₱ 4,650,000","Pasay, Metro Manila",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,,Property by Jeann & Ruffa
READY FOR OCCUPANCY CONDO ALONG TAFT AVENUE PASAY CITY QUANTUM RESIDENCES QUANTUM RESIDENCES,,,,26 sqm,"₱ 4,650,000","Pasay, Metro Manila",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,,Property by Jeann & Ruffa
For Rent Condo in Pasay City near De La Salle University Manila,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
A. High end 2 bedroom condo unit at Newport Pasay,81 Newport Boulevard,81 Newport Boulevard,,56 sqm,"₱ 15,000,000","Newport City, Pasay",2 bedrooms,,,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/81-newport-boulevard/,Atty. Analyn M Buan
AIRBNB CONDO IN TAFT QUANTUM RESIDENCES,,,,21 sqm,"₱ 3,800,000","Pasay, Metro Manila",,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,,Roland Nacion
READY FOR OCCUPANCY CONDO ALONG TAFT LRT QUANTUM RESIDENCES,,,,21 sqm,"₱ 3,800,000","Pasay, Metro Manila",,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,,Roland Nacion
3 Bedroom Condominium for Sale near SM Mall of Asia in Pasay,,,,147 sqm,"₱ 19,000,000","Pasay, Metro Manila",3 bedrooms,2 bathrooms,12,Partly furnished,Condo,For Sale,,1,Freehold,,Naldo Zapata
2br condominium in pasay palm beach west rfo near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
2bedroom condo in pasay palm beach west rfo near macapagal roxas blvd pasay pet friendly,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,290,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,22,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condo in pasay palm beach west rent to own near macapagal roxas blvd mall of asia pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
ready for occupancy rent to own near macapagal roxas blvd mall of asia 2br for sale,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
READY FOR OCCUPANCY CONDO ALONG TAFT LRT QUANTUM RESIDENCES,,,,26 sqm,"₱ 4,500,000","Pasay, Metro Manila",,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,,Roland Nacion
rfo condominium in pasay palm beach west rent to own rfo near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay 2br w/ balcony pet friendly near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
for sale condominium in pasay palm beach west near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay palm beach west rent to own near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
condo in pasay paseo de roces rent to own palm beach west near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay 2bedroom near macapagal roxas blvd mall of asia pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condo in pasay palm beach west rent to own 2br pet friendly condominium in pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay palm beach west rent to own near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay palm beach west near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condo in pasay palm beach west rent to own near macapapagal roxas blvd mall of asia pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
condo in pasay 2bedroom rfo condominium pet friendly near macpagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,300,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
rfo condominium in pasay palm beach west rent to own near macapagal roxas blvd mall of asia pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,300,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
2br pet friendly condo in pasay palm beach west near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,309,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
2br pet friendly condominium in pasay palm beach west near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,21,,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
2br condo in pasay palm beach west rent to own near macapagal roxas blvd mall of asia pasay,Palm Beach West,Palm Beach West,,49 sqm,"₱ 7,300,900","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
Clean Title RFO 3BR w/ Balcony FOR SALE at Sunset View Towers Roxas Blvd Pasay,Sunset View Towers,Sunset View Towers,,186 sqm,"₱ 16,000,000","Pasay, Metro Manila",3 bedrooms,4 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/sunset-view-towers/,Aurea Caampued
rfo condo in pasay palm beach west rent to own 2bedroom near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
"FOR SALE/RENT Fully Furnished 2BR Unit in Palm Beach Villas, Pasay City",,,,37 sqm,"₱ 7,000,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,11,Fully furnished,Condo,For Sale,,,,,LS Properties Ph
rfo condo in pasay palm beach west rent to own condominium near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
For Sale Condo in Pasay Near De La Salle University and Arellano Law School  2 bedroom,Quantum Residences,Quantum Residences,,26 sqm,"₱ 4,650,000","San Isidro, Pasay",,1 bathroom,23,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/quantum-residences/,Property by Jeann & Ruffa
Rent to own one bedroom condo Ready for occupancy avenue macapagal roxas,,,,31 sqm,Request Details,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
rfo condo in pasay palm beach west 2br pet friendly near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
Pasay condo for sale one bedroom in pasay bay area quantum,,,,31 sqm,,"San Isidro, Pasay",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom condo in pasay cartimar buendia,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Pasay condo for sale one bedroom Condominium in taft pasay shell sea shore breze,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own condo in pasay one bedroom cony makati manila edsa roxas airport manila bay,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom bay area quantum,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom makati manila roxas airport,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom mall of asia macapagal,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Condominium in pasay near Arellano University De La Salle University De La Salle Saint Benilde,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay studio with balcony,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom near casino,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom shell sea shore breze,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom mall of asia,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
Rent to own ready for occupancy condo in pasay one bedroom quantum residence,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
For sale condominium in pasay near Arellano UniversityDe La Salle University St. Scholasticas College,,,,31 sqm,,"Pasay, Metro Manila",,,,,Condo,Buy & Rent,,,,,Kristine Joy Pascua
rfo 2bedroom condominium in pasay palm beach west near macapagal roxas blvd pasay pet friendly condo,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
2br rent to own ready for occupancy palm beach west rent to own near macapagal roxas blvd pasay,Palm Beach West,Palm Beach West,,38 sqm,"₱ 7,390,000","Pasay, Metro Manila",2 bedrooms,1 bathroom,12,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/palm-beach-west/,Kristine Joy Pascua
